State,Occupation title,Occupation group,Total employment,Annual mean wage,Annual median wage,Top 10 percent wage
Illinois,Craft Artists,detailed,280,"49,970","42,980","86,720"
Illinois,"Fine Artists, Including Painters, Sculptors, and Illustrators",detailed,270,"52,430","54,860","76,960"
Illinois,Multimedia Artists and Animators,detailed,"1,140","63,830","61,400","98,790"
Illinois,"Artists and Related Workers, All Other",detailed,340,"55,740","57,010","67,890"
Illinois,Commercial and Industrial Designers,detailed,"1,450","66,780","62,720","99,540"
Illinois,Floral Designers,detailed,"2,190","26,770","25,670","37,150"
Illinois,Graphic Designers,detailed,"9,630","53,290","49,470","81,510"
Illinois,Interior Designers,detailed,"2,400","58,640","48,840","105,210"
Illinois,Merchandise Displayers and Window Trimmers,detailed,"3,480","29,530","25,780","43,280"
Illinois,Set and Exhibit Designers,detailed,410,"53,930","50,360","87,270"
Illinois,"Designers, All Other",detailed,480,"71,480","66,330","171,520"
Illinois,Producers and Directors,detailed,"3,290","80,230","66,420","167,250"
Illinois,Coaches and Scouts,detailed,"9,230","39,830","26,550","76,860"
Illinois,"Umpires, Referees, and Other Sports Officials",detailed,"1,820","30,580","24,000","55,900"
Illinois,Music Directors and Composers,detailed,780,"49,390","44,050","86,670"
Illinois,Radio and Television Announcers,detailed,"1,260","42,510","28,430","74,310"
Illinois,Public Address System and Other Announcers,detailed,430,"46,080","35,620","64,050"
Illinois,Broadcast News Analysts,detailed,240,"68,410","52,500","128,740"
Illinois,Reporters and Correspondents,detailed,"1,480","42,910","31,340","71,790"
Illinois,Public Relations Specialists,detailed,"5,810","62,810","58,420","101,780"
Illinois,Editors,detailed,"4,700","60,300","56,020","95,160"
Illinois,Technical Writers,detailed,"1,680","66,410","66,560","98,700"
Illinois,Writers and Authors,detailed,"1,460","69,280","60,780","110,090"
Illinois,Interpreters and Translators,detailed,"1,390","45,350","44,730","63,820"
Illinois,"Media and Communication Workers, All Other",detailed,380,"51,120","47,970","78,690"
Illinois,Audio and Video Equipment Technicians,detailed,"2,590","42,950","37,330","73,580"
Illinois,Broadcast Technicians,detailed,"1,180","45,610","42,340","79,300"
Illinois,Radio Operators,detailed,30,"34,770","29,650","52,340"
Illinois,Sound Engineering Technicians,detailed,320,"50,540","40,450","108,100"
Illinois,Photographers,detailed,"2,000","37,930","34,190","59,580"
Illinois,"Camera Operators, Television, Video, and Motion Picture",detailed,560,"49,610","46,660","80,500"
Illinois,Film and Video Editors,detailed,400,"55,250","54,340","89,880"
Illinois,"Media and Communication Equipment Workers, All Other",detailed,160,"68,950","67,150","107,080"
Illinois,Healthcare Practitioners and Technical Occupations,major,"341,890","76,250","63,280","124,500"
Illinois,Chiropractors,detailed,"1,650","70,940","59,090","145,760"
Illinois,"Dentists, All Other Specialists",detailed,330,"70,110","31,180","183,910"
Illinois,Dietitians and Nutritionists,detailed,"2,210","56,390","56,840","77,950"
Illinois,Optometrists,detailed,"2,490","104,430","101,050","143,680"
Illinois,Pharmacists,detailed,"12,010","117,140","121,120","155,340"
Illinois,Physician Assistants,detailed,"2,850","98,670","97,660","132,890"
Illinois,Occupational Therapists,detailed,"4,800","82,450","82,280","115,870"
Illinois,Physical Therapists,detailed,"11,030","90,370","90,010","128,830"
Illinois,Radiation Therapists,detailed,840,"85,700","84,920","117,120"
Illinois,Recreational Therapists,detailed,"1,120","45,710","43,620","68,570"
Illinois,Respiratory Therapists,detailed,"5,010","55,070","54,780","73,180"
Illinois,Speech-Language Pathologists,detailed,"6,040","75,590","74,070","115,330"
Illinois,Exercise Physiologists,detailed,320,"54,240","53,430","77,010"
Illinois,"Therapists, All Other",detailed,"1,150","56,820","55,910","81,230"
Illinois,Veterinarians,detailed,"2,620","89,560","82,250","130,450"
Illinois,Registered Nurses,detailed,"121,670","70,890","68,710","99,590"
Illinois,Nurse Anesthetists,detailed,"1,020","128,080","141,570","205,950"
Illinois,Nurse Midwives,detailed,180,"90,770","85,190","181,890"
Illinois,Nurse Practitioners,detailed,"4,030","98,300","97,010","126,700"
Illinois,Audiologists,detailed,410,"91,830","78,570","126,440"
Illinois,"Health Diagnosing and Treating Practitioners, All Other",detailed,"1,990","63,440","61,420","85,270"
Illinois,Medical and Clinical Laboratory Technologists,detailed,"6,070","61,390","59,840","80,630"
Illinois,Medical and Clinical Laboratory Technicians,detailed,"5,440","44,960","42,020","69,210"
Illinois,Dental Hygienists,detailed,"8,250","73,290","73,800","96,390"
Illinois,Cardiovascular Technologists and Technicians,detailed,"2,150","58,850","57,830","91,190"
Illinois,Diagnostic Medical Sonographers,detailed,"2,450","74,770","75,650","100,040"
Illinois,Nuclear Medicine Technologists,detailed,780,"76,250","75,160","98,630"
Illinois,Radiologic Technologists,detailed,"6,990","62,630","61,530","84,210"
Illinois,Magnetic Resonance Imaging Technologists,detailed,"1,410","70,590","71,060","97,290"
Illinois,Emergency Medical Technicians and Paramedics,detailed,"12,610","41,840","31,560","89,500"
Illinois,Dietetic Technicians,detailed,"3,730","23,630","21,200","32,800"
Illinois,Pharmacy Technicians,detailed,"19,330","32,200","31,210","45,340"
Illinois,Psychiatric Technicians,detailed,"3,780","46,050","44,050","68,130"
Illinois,Respiratory Therapy Technicians,detailed,470,"47,440","47,560","64,550"
Illinois,Surgical Technologists,detailed,"2,780","45,500","44,340","61,200"
Illinois,Veterinary Technologists and Technicians,detailed,"3,840","33,530","30,800","47,840"
Illinois,Ophthalmic Medical Technicians,detailed,"2,000","36,670","35,170","53,380"
Illinois,Licensed Practical and Licensed Vocational Nurses,detailed,"20,140","48,070","47,460","62,250"
Illinois,Medical Records and Health Information Technicians,detailed,"8,140","42,450","38,230","64,990"
Illinois,"Opticians, Dispensing",detailed,"3,200","35,800","32,430","53,890"
Illinois,Orthotists and Prosthetists,detailed,240,"76,810","83,720","99,340"
Illinois,Hearing Aid Specialists,detailed,250,"38,980","36,680","63,730"
Illinois,"Health Technologists and Technicians, All Other",detailed,"7,280","43,660","39,090","67,910"
Illinois,Occupational Health and Safety Specialists,detailed,"2,070","71,460","72,330","102,890"
Illinois,Occupational Health and Safety Technicians,detailed,590,"63,020","61,200","93,510"
Illinois,Athletic Trainers,detailed,"1,130","47,840","45,950","69,150"
Illinois,Genetic Counselors,detailed,60,"74,480","74,000","97,990"
Illinois,"Healthcare Practitioners and Technical Workers, All Other",detailed,"2,860","45,470","36,840","91,040"
Illinois,Healthcare Support Occupations,major,"166,980","30,470","26,720","46,910"
Illinois,Home Health Aides,detailed,"38,730","23,840","22,780","29,170"
Illinois,Psychiatric Aides,detailed,930,"27,020","23,460","42,290"
Illinois,Nursing Assistants,detailed,"60,090","26,830","25,420","36,270"
Illinois,Orderlies,detailed,"3,000","31,420","28,400","50,480"
Illinois,Occupational Therapy Assistants,detailed,"2,460","61,590","61,430","80,430"
Illinois,Occupational Therapy Aides,detailed,"1,720","25,880","24,500","33,690"
Illinois,Physical Therapist Assistants,detailed,"4,860","56,220","56,720","77,500"
Illinois,Physical Therapist Aides,detailed,"2,960","41,020","32,870","74,440"
Illinois,Massage Therapists,detailed,"3,530","43,590","39,990","72,500"
Illinois,Dental Assistants,detailed,"12,280","37,860","37,600","50,330"
Illinois,Medical Assistants,detailed,"20,620","32,920","31,900","45,680"
Illinois,Medical Equipment Preparers,detailed,"1,910","34,230","33,360","48,050"
Illinois,Medical Transcriptionists,detailed,"1,610","35,100","34,150","48,050"
Illinois,Pharmacy Aides,detailed,760,"27,970","26,080","40,750"
Illinois,Veterinary Assistants and Laboratory Animal Caretakers,detailed,"2,150","27,280","25,470","38,820"
Illinois,Phlebotomists,detailed,"5,490","35,490","35,000","48,030"
Illinois,"Healthcare Support Workers, All Other",detailed,"3,880","38,120","37,210","53,580"
Illinois,Protective Service Occupations,major,"153,090","51,370","43,030","94,920"
Illinois,First-Line Supervisors of Correctional Officers,detailed,"1,550","90,590","86,220","122,840"
Illinois,First-Line Supervisors of Police and Detectives,detailed,"6,430","96,740","99,720","130,560"
Illinois,First-Line Supervisors of Fire Fighting and Prevention Workers,detailed,"3,530","91,190","93,820","130,800"
Illinois,"First-Line Supervisors of Protective Service Workers, All Other",detailed,"2,630","46,100","44,060","68,010"
Illinois,Firefighters,detailed,"17,170","55,460","54,270","96,550"
Illinois,Fire Inspectors and Investigators,detailed,420,"60,500","59,180","100,410"
Illinois,Bailiffs,detailed,580,"36,130","33,210","52,220"
Illinois,Correctional Officers and Jailers,detailed,"14,290","62,060","62,800","80,740"
Illinois,Detectives and Criminal Investigators,detailed,"2,710","92,360","89,280","138,950"
Illinois,Fish and Game Wardens,detailed,130,"88,370","89,750","117,080"
Illinois,Parking Enforcement Workers,detailed,590,"44,120","45,060","64,370"
Illinois,Police and Sheriff's Patrol Officers,detailed,"32,780","70,850","74,230","99,650"
Illinois,Transit and Railroad Police,detailed,50,"71,880","71,430","82,960"
Illinois,Animal Control Workers,detailed,430,"35,950","32,330","62,290"
Illinois,Private Detectives and Investigators,detailed,"1,060","48,850","42,820","81,120"
Illinois,Gaming Surveillance Officers and Gaming Investigators,detailed,150,"32,960","31,070","46,900"
Illinois,Security Guards,detailed,"49,370","31,560","28,970","47,830"
Illinois,Crossing Guards,detailed,"2,960","32,450","30,800","48,000"
Illinois,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",detailed,"8,330","22,540","19,710","33,920"
Illinois,Transportation Security Screeners,detailed,"2,260","40,390","40,150","46,690"
Illinois,"Protective Service Workers, All Other",detailed,"5,680","27,090","22,510","41,620"
Illinois,Food Preparation and Serving Related Occupations,major,"501,550","23,060","19,980","31,920"
Illinois,Chefs and Head Cooks,detailed,"4,810","47,110","41,980","74,850"
Illinois,First-Line Supervisors of Food Preparation and Serving Workers,detailed,"31,790","33,270","29,800","50,230"
Illinois,"Cooks, Fast Food",detailed,"18,980","20,470","19,310","24,950"
Illinois,"Cooks, Institution and Cafeteria",detailed,"15,500","26,360","24,730","37,230"
Illinois,"Cooks, Restaurant",detailed,"43,900","24,890","23,550","33,420"
Illinois,"Cooks, Short Order",detailed,"6,260","23,130","22,740","28,990"
Illinois,"Cooks, All Other",detailed,"1,410","25,100","23,550","32,680"
Illinois,Food Preparation Workers,detailed,"36,610","22,690","21,590","29,670"
Illinois,Bartenders,detailed,"26,410","24,160","19,670","39,860"
Illinois,"Combined Food Preparation and Serving Workers, Including Fast Food",detailed,"140,420","20,600","19,480","24,930"
Illinois,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",detailed,"20,420","21,720","19,800","27,930"
Illinois,Waiters and Waitresses,detailed,"91,370","22,120","19,200","33,100"
Illinois,"Food Servers, Nonrestaurant",detailed,"11,670","22,890","21,000","30,450"
Illinois,Dining Room and Cafeteria Attendants and Bartender Helpers,detailed,"19,410","21,080","19,110","28,050"
Illinois,Dishwashers,detailed,"16,900","21,740","20,060","28,290"
Illinois,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",detailed,"14,510","21,560","19,960","27,210"
Illinois,"Food Preparation and Serving Related Workers, All Other",detailed,"1,180","23,450","21,230","33,360"
Illinois,Building and Grounds Cleaning and Maintenance Occupations,major,"169,140","30,350","26,900","47,590"
Illinois,First-Line Supervisors of Housekeeping and Janitorial Workers,detailed,"6,240","44,500","40,360","67,650"
Illinois,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",detailed,"4,440","52,950","50,750","80,670"
Illinois,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",detailed,"86,230","29,830","26,980","46,690"
Illinois,Maids and Housekeeping Cleaners,detailed,"33,390","24,980","22,670","36,750"
Illinois,Pest Control Workers,detailed,"1,420","37,520","32,740","62,800"
Illinois,Landscaping and Groundskeeping Workers,detailed,"34,450","30,200","27,730","44,710"
Illinois,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",detailed,"1,350","39,480","35,580","66,860"
Illinois,Tree Trimmers and Pruners,detailed,510,"48,690","43,080","78,230"
Illinois,"Grounds Maintenance Workers, All Other",detailed,990,"36,700","28,910","49,600"
Illinois,Personal Care and Service Occupations,major,"163,280","27,060","22,860","41,260"
Illinois,Gaming Supervisors,detailed,500,"49,540","52,060","63,540"
Illinois,Slot Supervisors,detailed,110,"42,700","38,930","64,750"
Illinois,First-Line Supervisors of Personal Service Workers,detailed,"4,760","40,400","36,990","60,410"
Illinois,Animal Trainers,detailed,820,"39,000","28,910","77,100"
Illinois,Nonfarm Animal Caretakers,detailed,"8,580","22,940","20,730","31,180"
Illinois,Gaming Dealers,detailed,"1,930","21,510","19,030","28,500"
Illinois,"Gaming Service Workers, All Other",detailed,190,"28,080","27,510","38,920"
Illinois,Motion Picture Projectionists,detailed,490,"23,400","19,300","30,750"
Illinois,"Ushers, Lobby Attendants, and Ticket Takers",detailed,"4,730","22,590","20,180","30,570"
Illinois,Amusement and Recreation Attendants,detailed,"8,940","22,810","19,790","31,400"
Illinois,Costume Attendants,detailed,100,"36,850","36,270","56,130"
Illinois,"Locker Room, Coatroom, and Dressing Room Attendants",detailed,930,"23,900","20,410","35,280"
Illinois,"Entertainment Attendants and Related Workers, All Other",detailed,540,"25,410","23,150","37,090"
Illinois,Embalmers,detailed,130,"36,840","32,790","62,170"
Illinois,Funeral Attendants,detailed,"1,220","25,460","22,800","38,120"
Illinois,"Morticians, Undertakers, and Funeral Directors",detailed,"1,110","69,040","64,270","109,100"
Illinois,"Hairdressers, Hairstylists, and Cosmetologists",detailed,"16,420","27,610","22,920","43,990"
Illinois,Manicurists and Pedicurists,detailed,"3,750","22,190","21,410","26,460"
Illinois,Shampooers,detailed,"1,080","20,890","19,340","26,970"
Illinois,Skincare Specialists,detailed,"2,180","34,520","26,400","68,710"
Illinois,Baggage Porters and Bellhops,detailed,"1,740","28,010","25,050","39,430"
Illinois,Concierges,detailed,"1,150","32,000","32,980","40,450"
