"","X.1","X","ST","STATE","OCC_TITLE","OCC_GROUP","A_MEAN","lon","lat"
"11529",11530,11530,"IA","Iowa","Textile Cutting Machine Setters, Operators, and Tenders","detailed",22940,-93.097702,41.8780025
"11530",11531,11531,"IA","Iowa","Upholsterers","detailed",31040,-93.097702,41.8780025
"11531",11532,11532,"IA","Iowa","Textile, Apparel, and Furnishings Workers, All Other","detailed",23660,-93.097702,41.8780025
"11532",11533,11533,"IA","Iowa","Cabinetmakers and Bench Carpenters","detailed",33020,-93.097702,41.8780025
"11533",11534,11534,"IA","Iowa","Furniture Finishers","detailed",30410,-93.097702,41.8780025
"11534",11535,11535,"IA","Iowa","Sawing Machine Setters, Operators, and Tenders, Wood","detailed",27800,-93.097702,41.8780025
"11535",11536,11536,"IA","Iowa","Woodworking Machine Setters, Operators, and Tenders, Except Sawing","detailed",29340,-93.097702,41.8780025
"11536",11537,11537,"IA","Iowa","Woodworkers, All Other","detailed",26200,-93.097702,41.8780025
"11537",11538,11538,"IA","Iowa","Power Distributors and Dispatchers","detailed",87460,-93.097702,41.8780025
"11538",11539,11539,"IA","Iowa","Power Plant Operators","detailed",57230,-93.097702,41.8780025
"11539",11540,11540,"IA","Iowa","Stationary Engineers and Boiler Operators","detailed",54410,-93.097702,41.8780025
"11540",11541,11541,"IA","Iowa","Water and Wastewater Treatment Plant and System Operators","detailed",43800,-93.097702,41.8780025
"11541",11542,11542,"IA","Iowa","Chemical Plant and System Operators","detailed",56310,-93.097702,41.8780025
"11542",11543,11543,"IA","Iowa","Gas Plant Operators","detailed",54330,-93.097702,41.8780025
"11543",11544,11544,"IA","Iowa","Petroleum Pump System Operators, Refinery Operators, and Gaugers","detailed",51460,-93.097702,41.8780025
"11544",11545,11545,"IA","Iowa","Plant and System Operators, All Other","detailed",47280,-93.097702,41.8780025
"11545",11546,11546,"IA","Iowa","Chemical Equipment Operators and Tenders","detailed",37850,-93.097702,41.8780025
"11546",11547,11547,"IA","Iowa","Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders","detailed",39260,-93.097702,41.8780025
"11547",11548,11548,"IA","Iowa","Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders","detailed",39140,-93.097702,41.8780025
"11548",11549,11549,"IA","Iowa","Grinding and Polishing Workers, Hand","detailed",32070,-93.097702,41.8780025
"11549",11550,11550,"IA","Iowa","Mixing and Blending Machine Setters, Operators, and Tenders","detailed",39740,-93.097702,41.8780025
"11550",11551,11551,"IA","Iowa","Cutters and Trimmers, Hand","detailed",30470,-93.097702,41.8780025
"11551",11552,11552,"IA","Iowa","Cutting and Slicing Machine Setters, Operators, and Tenders","detailed",38070,-93.097702,41.8780025
"11552",11553,11553,"IA","Iowa","Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders","detailed",38120,-93.097702,41.8780025
"11553",11554,11554,"IA","Iowa","Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders","detailed",36190,-93.097702,41.8780025
"11554",11555,11555,"IA","Iowa","Inspectors, Testers, Sorters, Samplers, and Weighers","detailed",38510,-93.097702,41.8780025
"11555",11556,11556,"IA","Iowa","Jewelers and Precious Stone and Metal Workers","detailed",40950,-93.097702,41.8780025
"11556",11557,11557,"IA","Iowa","Dental Laboratory Technicians","detailed",40490,-93.097702,41.8780025
"11557",11558,11558,"IA","Iowa","Medical Appliance Technicians","detailed",39040,-93.097702,41.8780025
"11558",11559,11559,"IA","Iowa","Ophthalmic Laboratory Technicians","detailed",58850,-93.097702,41.8780025
"11559",11560,11560,"IA","Iowa","Packaging and Filling Machine Operators and Tenders","detailed",32170,-93.097702,41.8780025
"11560",11561,11561,"IA","Iowa","Coating, Painting, and Spraying Machine Setters, Operators, and Tenders","detailed",33420,-93.097702,41.8780025
"11561",11562,11562,"IA","Iowa","Painters, Transportation Equipment","detailed",37760,-93.097702,41.8780025
"11562",11563,11563,"IA","Iowa","Painting, Coating, and Decorating Workers","detailed",28390,-93.097702,41.8780025
"11563",11564,11564,"IA","Iowa","Photographic Process Workers and Processing Machine Operators","detailed",27600,-93.097702,41.8780025
"11564",11565,11565,"IA","Iowa","Adhesive Bonding Machine Operators and Tenders","detailed",35630,-93.097702,41.8780025
"11565",11566,11566,"IA","Iowa","Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders","detailed",31390,-93.097702,41.8780025
"11566",11567,11567,"IA","Iowa","Cooling and Freezing Equipment Operators and Tenders","detailed",31690,-93.097702,41.8780025
"11567",11568,11568,"IA","Iowa","Etchers and Engravers","detailed",30820,-93.097702,41.8780025
"11568",11569,11569,"IA","Iowa","Molders, Shapers, and Casters, Except Metal and Plastic","detailed",34230,-93.097702,41.8780025
"11569",11570,11570,"IA","Iowa","Paper Goods Machine Setters, Operators, and Tenders","detailed",34710,-93.097702,41.8780025
"11570",11571,11571,"IA","Iowa","Tire Builders","detailed",41760,-93.097702,41.8780025
"11571",11572,11572,"IA","Iowa","Helpers--Production Workers","detailed",27720,-93.097702,41.8780025
"11572",11573,11573,"IA","Iowa","Production Workers, All Other","detailed",34380,-93.097702,41.8780025
"11573",11574,11574,"IA","Iowa","Transportation and Material Moving Occupations","major",35180,-93.097702,41.8780025
"11574",11575,11575,"IA","Iowa","Aircraft Cargo Handling Supervisors","detailed",43520,-93.097702,41.8780025
"11575",11576,11576,"IA","Iowa","First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand","detailed",49360,-93.097702,41.8780025
"11576",11577,11577,"IA","Iowa","First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators","detailed",56020,-93.097702,41.8780025
"11577",11578,11578,"IA","Iowa","Airline Pilots, Copilots, and Flight Engineers","detailed",98120,-93.097702,41.8780025
"11578",11579,11579,"IA","Iowa","Commercial Pilots","detailed",77830,-93.097702,41.8780025
"11579",11580,11580,"IA","Iowa","Air Traffic Controllers","detailed",77320,-93.097702,41.8780025
"11580",11581,11581,"IA","Iowa","Airfield Operations Specialists","detailed",58270,-93.097702,41.8780025
"11581",11582,11582,"IA","Iowa","Ambulance Drivers and Attendants, Except Emergency Medical Technicians","detailed",26450,-93.097702,41.8780025
"11582",11583,11583,"IA","Iowa","Bus Drivers, Transit and Intercity","detailed",35540,-93.097702,41.8780025
"11583",11584,11584,"IA","Iowa","Bus Drivers, School or Special Client","detailed",33370,-93.097702,41.8780025
"11584",11585,11585,"IA","Iowa","Driver/Sales Workers","detailed",25930,-93.097702,41.8780025
"11585",11586,11586,"IA","Iowa","Heavy and Tractor-Trailer Truck Drivers","detailed",41620,-93.097702,41.8780025
"11586",11587,11587,"IA","Iowa","Light Truck or Delivery Services Drivers","detailed",32970,-93.097702,41.8780025
"11587",11588,11588,"IA","Iowa","Taxi Drivers and Chauffeurs","detailed",23220,-93.097702,41.8780025
"11588",11589,11589,"IA","Iowa","Motor Vehicle Operators, All Other","detailed",34110,-93.097702,41.8780025
"11589",11590,11590,"IA","Iowa","Locomotive Engineers","detailed",64140,-93.097702,41.8780025
"11590",11591,11591,"IA","Iowa","Rail Yard Engineers, Dinkey Operators, and Hostlers","detailed",45790,-93.097702,41.8780025
"11591",11592,11592,"IA","Iowa","Railroad Brake, Signal, and Switch Operators","detailed",55300,-93.097702,41.8780025
"11592",11593,11593,"IA","Iowa","Railroad Conductors and Yardmasters","detailed",59870,-93.097702,41.8780025
"11593",11594,11594,"IA","Iowa","Sailors and Marine Oilers","detailed",34190,-93.097702,41.8780025
"11594",11595,11595,"IA","Iowa","Captains, Mates, and Pilots of Water Vessels","detailed",62410,-93.097702,41.8780025
"11595",11596,11596,"IA","Iowa","Bridge and Lock Tenders","detailed",54320,-93.097702,41.8780025
"11596",11597,11597,"IA","Iowa","Parking Lot Attendants","detailed",21900,-93.097702,41.8780025
"11597",11598,11598,"IA","Iowa","Automotive and Watercraft Service Attendants","detailed",27200,-93.097702,41.8780025
"11598",11599,11599,"IA","Iowa","Traffic Technicians","detailed",42970,-93.097702,41.8780025
"11599",11600,11600,"IA","Iowa","Transportation Inspectors","detailed",79510,-93.097702,41.8780025
"11600",11601,11601,"IA","Iowa","Transportation Attendants, Except Flight Attendants","detailed",22860,-93.097702,41.8780025
"11601",11602,11602,"IA","Iowa","Transportation Workers, All Other","detailed",29500,-93.097702,41.8780025
"11602",11603,11603,"IA","Iowa","Conveyor Operators and Tenders","detailed",32330,-93.097702,41.8780025
"11603",11604,11604,"IA","Iowa","Crane and Tower Operators","detailed",49200,-93.097702,41.8780025
"11604",11605,11605,"IA","Iowa","Excavating and Loading Machine and Dragline Operators","detailed",36350,-93.097702,41.8780025
"11605",11606,11606,"IA","Iowa","Hoist and Winch Operators","detailed",45390,-93.097702,41.8780025
"11606",11607,11607,"IA","Iowa","Industrial Truck and Tractor Operators","detailed",34100,-93.097702,41.8780025
"11607",11608,11608,"IA","Iowa","Cleaners of Vehicles and Equipment","detailed",24310,-93.097702,41.8780025
"11608",11609,11609,"IA","Iowa","Laborers and Freight, Stock, and Material Movers, Hand","detailed",29450,-93.097702,41.8780025
"11609",11610,11610,"IA","Iowa","Machine Feeders and Offbearers","detailed",31390,-93.097702,41.8780025
"11610",11611,11611,"IA","Iowa","Packers and Packagers, Hand","detailed",24380,-93.097702,41.8780025
"11611",11612,11612,"IA","Iowa","Refuse and Recyclable Material Collectors","detailed",29980,-93.097702,41.8780025
"11612",11613,11613,"IA","Iowa","Tank Car, Truck, and Ship Loaders","detailed",36610,-93.097702,41.8780025
"11613",11614,11614,"IA","Iowa","Material Moving Workers, All Other","detailed",35530,-93.097702,41.8780025
"11614",11615,11615,"KS","Kansas","All Occupations","total",43950,-98.4842465,39.011902
"11615",11616,11616,"KS","Kansas","Management Occupations","major",100230,-98.4842465,39.011902
"11616",11617,11617,"KS","Kansas","Chief Executives","detailed",163880,-98.4842465,39.011902
"11617",11618,11618,"KS","Kansas","General and Operations Managers","detailed",99940,-98.4842465,39.011902
"11618",11619,11619,"KS","Kansas","Legislators","detailed",27070,-98.4842465,39.011902
"11619",11620,11620,"KS","Kansas","Advertising and Promotions Managers","detailed",81650,-98.4842465,39.011902
"11620",11621,11621,"KS","Kansas","Marketing Managers","detailed",125740,-98.4842465,39.011902
"11621",11622,11622,"KS","Kansas","Sales Managers","detailed",127000,-98.4842465,39.011902
"11622",11623,11623,"KS","Kansas","Public Relations and Fundraising Managers","detailed",109420,-98.4842465,39.011902
"11623",11624,11624,"KS","Kansas","Administrative Services Managers","detailed",87590,-98.4842465,39.011902
"11624",11625,11625,"KS","Kansas","Computer and Information Systems Managers","detailed",113740,-98.4842465,39.011902
"11625",11626,11626,"KS","Kansas","Financial Managers","detailed",117600,-98.4842465,39.011902
"11626",11627,11627,"KS","Kansas","Industrial Production Managers","detailed",92250,-98.4842465,39.011902
"11627",11628,11628,"KS","Kansas","Purchasing Managers","detailed",107290,-98.4842465,39.011902
"11628",11629,11629,"KS","Kansas","Transportation, Storage, and Distribution Managers","detailed",102170,-98.4842465,39.011902
"11629",11630,11630,"KS","Kansas","Compensation and Benefits Managers","detailed",104830,-98.4842465,39.011902
"11630",11631,11631,"KS","Kansas","Human Resources Managers","detailed",101000,-98.4842465,39.011902
"11631",11632,11632,"KS","Kansas","Training and Development Managers","detailed",95730,-98.4842465,39.011902
"11632",11633,11633,"KS","Kansas","Construction Managers","detailed",82370,-98.4842465,39.011902
"11633",11634,11634,"KS","Kansas","Education Administrators, Preschool and Childcare Center/Program","detailed",42430,-98.4842465,39.011902
"11634",11635,11635,"KS","Kansas","Education Administrators, Elementary and Secondary School","detailed",83860,-98.4842465,39.011902
"11635",11636,11636,"KS","Kansas","Education Administrators, Postsecondary","detailed",85260,-98.4842465,39.011902
"11636",11637,11637,"KS","Kansas","Education Administrators, All Other","detailed",84440,-98.4842465,39.011902
"11637",11638,11638,"KS","Kansas","Architectural and Engineering Managers","detailed",120010,-98.4842465,39.011902
"11638",11639,11639,"KS","Kansas","Food Service Managers","detailed",49030,-98.4842465,39.011902
"11639",11640,11640,"KS","Kansas","Funeral Service Managers","detailed",109290,-98.4842465,39.011902
"11640",11641,11641,"KS","Kansas","Lodging Managers","detailed",51750,-98.4842465,39.011902
"11641",11642,11642,"KS","Kansas","Medical and Health Services Managers","detailed",90160,-98.4842465,39.011902
"11642",11643,11643,"KS","Kansas","Natural Sciences Managers","detailed",110820,-98.4842465,39.011902
"11643",11644,11644,"KS","Kansas","Postmasters and Mail Superintendents","detailed",68590,-98.4842465,39.011902
"11644",11645,11645,"KS","Kansas","Property, Real Estate, and Community Association Managers","detailed",57840,-98.4842465,39.011902
"11645",11646,11646,"KS","Kansas","Social and Community Service Managers","detailed",58260,-98.4842465,39.011902
"11646",11647,11647,"KS","Kansas","Emergency Management Directors","detailed",57750,-98.4842465,39.011902
"11647",11648,11648,"KS","Kansas","Managers, All Other","detailed",94160,-98.4842465,39.011902
"11648",11649,11649,"KS","Kansas","Business and Financial Operations Occupations","major",67140,-98.4842465,39.011902
"11650",11651,11651,"KS","Kansas","Buyers and Purchasing Agents, Farm Products","detailed",68190,-98.4842465,39.011902
"11651",11652,11652,"KS","Kansas","Wholesale and Retail Buyers, Except Farm Products","detailed",53940,-98.4842465,39.011902
"11652",11653,11653,"KS","Kansas","Purchasing Agents, Except Wholesale, Retail, and Farm Products","detailed",63880,-98.4842465,39.011902
"11653",11654,11654,"KS","Kansas","Claims Adjusters, Examiners, and Investigators","detailed",61750,-98.4842465,39.011902
"11654",11655,11655,"KS","Kansas","Insurance Appraisers, Auto Damage","detailed",69050,-98.4842465,39.011902
"11655",11656,11656,"KS","Kansas","Compliance Officers","detailed",57890,-98.4842465,39.011902
"11656",11657,11657,"KS","Kansas","Cost Estimators","detailed",67980,-98.4842465,39.011902
"11657",11658,11658,"KS","Kansas","Human Resources Specialists","detailed",57300,-98.4842465,39.011902
"11658",11659,11659,"KS","Kansas","Labor Relations Specialists","detailed",64420,-98.4842465,39.011902
"11659",11660,11660,"KS","Kansas","Logisticians","detailed",70030,-98.4842465,39.011902
"11660",11661,11661,"KS","Kansas","Management Analysts","detailed",80800,-98.4842465,39.011902
"11661",11662,11662,"KS","Kansas","Meeting, Convention, and Event Planners","detailed",46200,-98.4842465,39.011902
"11662",11663,11663,"KS","Kansas","Fundraisers","detailed",58290,-98.4842465,39.011902
"11663",11664,11664,"KS","Kansas","Compensation, Benefits, and Job Analysis Specialists","detailed",61050,-98.4842465,39.011902
"11664",11665,11665,"KS","Kansas","Training and Development Specialists","detailed",59330,-98.4842465,39.011902
"11665",11666,11666,"KS","Kansas","Market Research Analysts and Marketing Specialists","detailed",61970,-98.4842465,39.011902
"11666",11667,11667,"KS","Kansas","Business Operations Specialists, All Other","detailed",70830,-98.4842465,39.011902
"11667",11668,11668,"KS","Kansas","Accountants and Auditors","detailed",64010,-98.4842465,39.011902
"11668",11669,11669,"KS","Kansas","Appraisers and Assessors of Real Estate","detailed",48840,-98.4842465,39.011902
"11669",11670,11670,"KS","Kansas","Credit Analysts","detailed",67080,-98.4842465,39.011902
"11670",11671,11671,"KS","Kansas","Financial Analysts","detailed",75290,-98.4842465,39.011902
"11671",11672,11672,"KS","Kansas","Personal Financial Advisors","detailed",115870,-98.4842465,39.011902
"11672",11673,11673,"KS","Kansas","Insurance Underwriters","detailed",69770,-98.4842465,39.011902
"11673",11674,11674,"KS","Kansas","Financial Examiners","detailed",81580,-98.4842465,39.011902
"11674",11675,11675,"KS","Kansas","Credit Counselors","detailed",43830,-98.4842465,39.011902
"11675",11676,11676,"KS","Kansas","Loan Officers","detailed",83060,-98.4842465,39.011902
"11676",11677,11677,"KS","Kansas","Tax Preparers","detailed",42330,-98.4842465,39.011902
"11677",11678,11678,"KS","Kansas","Financial Specialists, All Other","detailed",57270,-98.4842465,39.011902
"11678",11679,11679,"KS","Kansas","Computer and Mathematical Occupations","major",72440,-98.4842465,39.011902
